2, 2, 2, 2, 0, 0, 0, 0.417207, 0.0235695, 0.559223, 0, 0, 0, 0
2, 2, 2, 3, 0, 0, 0, 0.436721, 0.0226621, 0.540617, 0, 0, 0, 0
2, 2, 2, 4, 0, 0, 0, 0.447339, 0.0229212, 0.52974, 0, 0, 0, 0
2, 2, 2, 5, 0, 0, 0, 0.322023, 0.0323377, 0.645639, 0, 0, 0, 0
2, 2, 2, 6, 0, 0, 0, 0.292241, 0.0347037, 0.673056, 0, 0, 0, 0
2, 2, 2, 7, 0, 0, 0, 0.263574, 0.0333532, 0.703073, 0, 0, 0, 0
2, 2, 2, 8, 0, 0, 0, 0.240174, 0.0264519, 0.733374, 0, 0, 0, 0
2, 2, 2, 9, 0, 0, 0, 0.236546, 0.0248763, 0.738578, 0, 0, 0, 0
2, 2, 2, 10, 0, 0, 0, 0.495757, 0.0197301, 0.484513, 0, 0, 0, 0
2, 2, 2, 11, 0, 0, 0, 0.3113, 0.0275053, 0.661195, 0, 0, 0, 0
2, 2, 3, 2, 0, 0, 0, 0.425874, 0.0172609, 0.556865, 0, 0, 0, 0
2, 2, 3, 3, 0, 0, 0, 0.435223, 0.0181433, 0.546634, 0, 0, 0, 0
2, 2, 3, 4, 0, 0, 0, 0.299034, 0.0285422, 0.672424, 0, 0, 0, 0
2, 2, 3, 5, 0, 0, 0, 0.271453, 0.0274374, 0.701109, 0, 0, 0, 0
2, 2, 3, 6, 0, 0, 0, 0.250149, 0.0212597, 0.728591, 0, 0, 0, 0
2, 2, 3, 7, 0, 0, 0, 0.229477, 0.0193885, 0.751135, 0, 0, 0, 0
2, 2, 3, 8, 0, 0, 0, 0.226204, 0.0193885, 0.754407, 0, 0, 0, 0
2, 2, 3, 9, 0, 0, 0, 0.486838, 0.014965, 0.498197, 0, 0, 0, 0
2, 2, 3, 10, 0, 0, 0, 0.521261, 0.0138961, 0.464842, 0, 0, 0, 0
2, 2, 3, 11, 0, 0, 0, 0.321521, 0.0201388, 0.65834, 0, 0, 0, 0
2, 2, 4, 2, 0.0222998, 0.0996797, 0.120834, 0.140858, 0.293835, 0.0816452, 0.166108, 0.0676275, 0.00711158, 0
2, 2, 4, 3, 0.0184717, 0.0618762, 0.0637455, 0.154976, 0.254109, 0.0872597, 0.255074, 0.0952855, 0.00920244, 0
2, 2, 4, 4, 0.0164138, 0.0523231, 0.0528592, 0.151405, 0.24117, 0.087355, 0.280866, 0.107069, 0.0105397, 0
2, 2, 4, 5, 0.0130294, 0.0429548, 0.044906, 0.140058, 0.232164, 0.0872029, 0.306159, 0.121164, 0.0123616, 0
2, 2, 4, 6, 0.00965884, 0.034093, 0.0379297, 0.1243, 0.221378, 0.0887104, 0.32587, 0.142078, 0.0159812, 0
2, 2, 4, 7, 0.0082597, 0.0312583, 0.0365595, 0.115629, 0.219852, 0.0898403, 0.327843, 0.152454, 0.0183041, 0
2, 2, 4, 8, 0.0242798, 0.116545, 0.148408, 0.133914, 0.297479, 0.0790036, 0.136709, 0.057432, 0.00622925, 0
2, 2, 4, 9, 0.0264215, 0.130308, 0.168951, 0.130263, 0.295315, 0.0759727, 0.117877, 0.0495205, 0.00537114, 0
2, 2, 4, 10, 0.0284913, 0.143735, 0.189271, 0.126058, 0.290677, 0.0727984, 0.101639, 0.0426988, 0.00463123, 0
2, 2, 4, 11, 0.0164361, 0.0675058, 0.0784313, 0.139464, 0.275387, 0.0872304, 0.229003, 0.0961246, 0.0104173, 0
2, 2, 5, 2, 0.0293719, 0.0658344, 0.0518913, 0.172332, 0.223873, 0.0931328, 0.218036, 0.126191, 0.0193383, 0
2, 2, 5, 3, 0.0258603, 0.0551457, 0.0433734, 0.167934, 0.212804, 0.0922588, 0.239304, 0.14128, 0.0220403, 0
2, 2, 5, 4, 0.0206877, 0.0455767, 0.0370576, 0.155933, 0.204981, 0.0919145, 0.25959, 0.158697, 0.025563, 0
2, 2, 5, 5, 0.0155194, 0.0366556, 0.0315755, 0.138807, 0.196113, 0.0931529, 0.274364, 0.181985, 0.0318272, 0
2, 2, 5, 6, 0.0133868, 0.034044, 0.0305256, 0.129318, 0.195227, 0.0946908, 0.274631, 0.192548, 0.0356292, 0
2, 2, 5, 7, 0.0410772, 0.132585, 0.118092, 0.151993, 0.262556, 0.0914482, 0.115539, 0.0741465, 0.0125636, 0
2, 2, 5, 8, 0.0449473, 0.148975, 0.134229, 0.148103, 0.260594, 0.0887632, 0.0996229, 0.0639325, 0.0108329, 0
2, 2, 5, 9, 0.0486969, 0.165005, 0.150202, 0.143532, 0.256459, 0.08574, 0.0858995, 0.0551255, 0.00934063, 0
2, 2, 5, 10, 0.0523133, 0.180589, 0.165886, 0.138459, 0.250625, 0.0824759, 0.0740663, 0.0475316, 0.0080539, 0
2, 2, 5, 11, 0.0297206, 0.0896706, 0.0785117, 0.153607, 0.255577, 0.0969162, 0.167053, 0.109881, 0.0190627, 0
2, 2, 6, 2, 0.0258603, 0.0551457, 0.0433734, 0.167934, 0.212804, 0.0922588, 0.239304, 0.14128, 0.0220403, 0
2, 2, 6, 3, 0.0206877, 0.0455767, 0.0370576, 0.155933, 0.204981, 0.0919145, 0.25959, 0.158697, 0.025563, 0
2, 2, 6, 4, 0.0155194, 0.0366556, 0.0315755, 0.138807, 0.196113, 0.0931529, 0.274364, 0.181985, 0.0318272, 0
